browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,medical_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000377,256,18:47,hinet.net',Aikmel,2020-01-19,5,46,1,0,10,Social,youtube.com,brave,mobile,apple,error: Field 'devicedevicecategory' not found,deposits,8,440-317-1444,silver,female,3,38987.34,unmarried,bike,no,rented,no,engineer,420,73,67,69,13,1,Próti,57,employed,temporary,gold,4/21/2019,87416,62746,88607,13638,38147,64582,90557,40233,62516,35888,45618,96735,10,1,4,6,5,6,2,2,6,5,5,10,20493,hospital,travel,7557883,11,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,7457877.0,5.5,123.0,82036.0,,,,,,,,464234,,,7650916.0,6.0,,,,,,,,,,,,,,,34740.0,15.0,3/13/2020,honda,Larson-Hilll,Weishanzhuang,2327.0,883048.0,81.0,4/12/2019,61.0,278406.0,53.0,2/8/2020,3725.0,travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/14/2019,478224.0,37.0,5/18/2019,253204.0,89.0,12/8/2019,367719.0,81.0,domestic,48725.0,,1.0,Delayed Lost Baggage Coverage,3383530.0,9.0,2.0,2.0,2390796.0,,,,,,,,,,Off Road Coverage,88764.0,Off Road Coverage,4.0,type2,165705.0,4.0,Car,9542921.0,,,,,,,,,,,,,,,,,,
1000224,362,19:12,comcastbusiness.net',Sivers’k,2020-01-23,2,74,1,1,7,Paid,linkedin.com,edge,laptop,samsung,error: Field 'devicedevicecategory' not found,loan,3,677-239-6505,gold,male,5,43991.92,unmarried,bike,yes,rented,yes,teacher,504,35,11,63,6,0,Shanhe,26,employed,permanent,gold,6/10/2019,44905,28175,48003,45663,14544,66736,51326,43412,20337,92807,49344,77239,8,3,2,4,10,1,2,3,9,10,4,4,26937,tech,tech,5935318,36,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,,,,,347668.0,6.0,125.0,206916.0,3106113.0,4.0,174.0,645726,,,,,121648.0,30.0,9/1/2019,duke,Mitchell Group,Perches,8910.0,,,,,,,,35357.0,98.0,7/10/2019,maruti,"Bashirian, Kirlin and Rutherford",Agboville,351.0,197913.0,40.0,4/22/2019,89.0,70703.0,28.0,7/3/2019,6804.0,hospital,,,,,,,,,,,,,,342337.0,37.0,9/24/2019,5246.0,2/25/2020,401873.0,90.0,tech,leisure,4/15/2019,738314.0,54.0,leisure,leisure,2/28/2020,534759.0,76.0,,,,,,,3/14/2020,328034.0,69.0,international,56777.0,,2.0,Accidental Death Avalanche Closure,1671482.0,5.0,3.0,2.0,1327620.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,892293.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,2.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,1107913.0,6.0,Apartment,7726175.0,Emergency Medical Coverage,14654.0,Accident Coverage,3.0,type3,123120.0,9.0,Motorbike,6468134.0,,35223.0,Legal Expense Coverage Living Expense Coverage,8.0,type4,187983.0,4.0,144266.0,,,,,,,,,,
1000057,340,0:51,cox.net',Áyios Nikólaos,2020-01-26,5,20,1,0,8,Paid,facebook.com,firefox,tablet,apple,error: Field 'devicedevicecategory' not found,insurance,4,994-896-9621,gold,female,5,95912.09,married,bike,yes,own,no,engineer,537,30,18,64,15,1,Lengkongsari,55,employed,temporary,standard,3/21/2019,28266,61757,17872,10815,97945,38523,73080,53773,98704,98415,63009,26098,9,3,6,5,7,1,8,2,2,9,4,5,29842,hospital,hospital,7814219,27,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,,,,,,,,,5915607.0,6.0,116.0,895371,,,,,,,,,,,,19267.0,53.0,1/13/2020,duke,Deckow-Metz,Palestina,6728.0,90060.0,46.0,2/20/2020,maruti,O'Reilly-Flatley,Nabire,4646.0,528975.0,51.0,4/14/2019,10.0,,,,,,101913.0,99.0,12/12/2019,922966.0,food,900142.0,54.0,9/14/2019,8149.0,other electronics,Carroll-Wilderman,PiteÃ¥,motorolla,,,,,,,,,,1/3/2020,239779.0,18.0,others,hobby,5/8/2019,222434.0,74.0,,,,,,,,,,international,54742.0,Permanent Partial Disability Coverage,2.0,Ski Equipment Coverage,3648535.0,2.0,2.0,2.0,1198751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000217,203,3:23,comcast.net',Lokwabe,2020-03-01,3,39,0,1,6,Paid,linkedin.com,chromium,mobile,samsung,error: Field 'devicedevicecategory' not found,insurance,6,512-706-4654,silver,female,3,37181.93,unmarried,bike,no,own,no,unskilled_labour,753,81,64,95,7,0,Logung,44,business,temporary,standard,4/15/2019,89268,42237,12700,65081,31090,72540,98222,78611,11565,39229,14449,45858,9,1,7,7,5,3,6,6,8,9,5,1,21655,others,others,5658770,33,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,,,,,,,,,224444.0,5.0,160.0,1629632,,,3240901.0,2.5,991956.0,72.0,12/12/2019,suzuki,"Macejkovic, Johnston and Brown",Checca,5584.0,982150.0,56.0,1/20/2020,duke,Smith-O'Connell,Olâ€™ginka,9810.0,,,,,,,,,,,,846016.0,62.0,12/8/2019,8797.0,travel,,,,,,,,,,,,,,464817.0,58.0,2/10/2020,5239.0,12/12/2019,391241.0,96.0,travel,travel,10/1/2019,358254.0,2.0,leisure,food,9/18/2019,61629.0,40.0,5/1/2019,624944.0,37.0,9/16/2019,498698.0,87.0,11/6/2019,118832.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lost Passport Coverage,91656.0,Personal Accident Coverage,1.0,type3,332325.0,12.0,330651.0,,,,,,,,,,
1000302,199,20:02,verizon.net',Darunban,2020-02-19,1,62,1,0,8,Organic,linkedin.com,safari,tablet,micromax,error: Field 'devicedevicecategory' not found,accounts,7,586-788-5603,gold,male,4,80986.07,unmarried,bike,no,rented,yes,engineer,672,87,76,74,6,1,Dashiju,42,employed,temporary,standard,5/20/2019,46689,58853,63494,33908,47812,49692,42083,76082,40794,84590,97355,54063,6,9,8,4,4,10,1,5,8,5,5,4,28854,leisure,tech,2484724,15,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,3512542.0,0.5,129.0,1507272.0,9507803.0,0.5,59.0,1586721.0,8576229.0,2.0,57.0,1460832,6952946.0,3.5,,,818509.0,56.0,2/4/2020,yamaha,"Durgan, Dicki and O'Conner",Nahuo,6234.0,,,,,,,,,,,,,,,,,,,839112.0,88.0,8/6/2019,1420.0,electronics,,,,,,754048.0,48.0,7/16/2019,7657.0,other electronics,"Ernser, Zboncak and Haley",Villeneuve-lÃ¨s-Avignon,samsung,,,,,11/7/2019,52465.0,33.0,hobby,travel,,,,,,,,,,,,4/23/2019,786179.0,63.0,,,,domestic,96957.0,,3.0,Rental Car Damage Coverage,3347088.0,6.0,3.0,2.0,2124718.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,743246.0,Ancillary Deductible Coverage,3.0,Alternative Accommodation Coverage,9512265.0,2.0,Villa,3148457.0,Theft Coverage,14887.0,Life Coverage PassengersFull Loss Damage Coverage,2.0,type3,368806.0,10.0,Motorbike,6324983.0,,,,,,,,,Maternity Cover,94530.0,Hospital cash,6.0,type2,2514253.0,8.0,3.0,2.0,9503514.0
1000400,469,1:07,cox.net',Calubcub Dos,2020-02-08,1,74,0,0,7,Display,linkedin.com,safari,laptop,micromax,error: Field 'devicedevicecategory' not found,insurance,4,574-378-2515,gold,female,1,93092.36,married,bike,yes,rented,no,technicians,576,55,99,100,5,1,Frederiksberg,32,employed,temporary,standard,5/2/2019,89049,82978,95931,99160,98629,92578,12772,82416,27205,84051,70647,59542,2,1,10,5,3,2,6,4,6,8,1,9,26112,tech,food,2142807,77,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,,,,,8233200.0,5.0,196.0,1853621.0,430025.0,4.0,190.0,1597420,,,,,,,,,,,,,,,,,,,80677.0,56.0,10/17/2019,maruti,Steuber and Sons,Frederiksberg,9741.0,849675.0,100.0,10/29/2019,41.0,,,,,,,,,,,,,,,,,,,767090.0,34.0,8/5/2019,7617.0,5/1/2019,732965.0,22.0,others,hobby,,,,,,,,,,,,,,,,,,international,94051.0,Delayed Lost Baggage Coverage,1.0,Trip Cancellation Coverage,3961290.0,3.0,4.0,1.0,3108803.0,,,,,,,,,,Strike Coverage,33786.0,Number Plate Coverage,4.0,type5,274068.0,2.0,Car,4529401.0,,,,,,,,,,,,,,,,,,
1000256,580,8:09,cox.net',Le Tampon,2020-01-02,4,99,0,0,8,Affiliates,youtube.com,firefox,mobile,apple,error: Field 'devicedevicecategory' not found,deposits,9,936-321-7836,gold,female,2,12349.31,unmarried,car,no,rented,yes,shop_owner,416,80,42,93,8,0,Rembes,29,business,temporary,standard,6/28/2019,98920,80017,75249,70739,49899,54483,71888,56052,96600,23348,91992,49324,2,2,5,10,1,2,10,3,7,6,10,1,22921,travel,hobby,2815535,4,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,,,,,690838.0,5.0,121.0,607693.0,,,,1780308,8418799.0,3.5,2664385.0,2.0,,,,,,,,412198.0,87.0,7/18/2019,duke,Walsh-Moen,Montecristi,8300.0,75434.0,45.0,4/13/2019,honda,"Kertzmann, Hand and Keeling",Xudat,7742.0,,,,,319544.0,63.0,5/30/2019,5022.0,travel,113898.0,52.0,9/11/2019,343737.0,IT,346426.0,20.0,11/4/2019,5118.0,mobile,Hessel Inc,Dukuh Kaler,motorolla,,,,,,,,,,,,,,,10/14/2019,764347.0,67.0,8/5/2019,826854.0,47.0,7/27/2019,982937.0,56.0,9/20/2019,212623.0,80.0,international,61317.0,,5.0,Legal Expense Coverage,3541544.0,9.0,2.0,1.0,2444708.0,,,,,,,,,,Accidental Death Coverage Child Seat Replacement Coverage,98349.0,Accidental Death Coverage Child Seat Replacement Coverage,3.0,type3,998327.0,7.0,Car,6637386.0,Medical Coverage,21697.0,Personal Accident Coverage,8.0,type4,58905.0,6.0,400049.0,,,,,,,,,,
1000358,501,13:42,att.net',Penang,2020-01-02,5,51,1,0,7,Refferal,facebook.com,safari,laptop,lenovo,error: Field 'devicedevicecategory' not found,loan,5,141-417-7780,gold,male,0,84701.79,married,bike,no,own,yes,pilot,349,5,93,51,11,0,Changning,50,employed,temporary,standard,3/22/2019,24871,29188,90079,83361,33994,17150,92354,26435,50728,84500,15013,79298,2,1,7,2,10,5,8,10,3,8,2,2,25708,leisure,tech,4292027,60,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,9397570.0,4.5,139.0,1617347.0,,,,,,,,452173,2131266.0,2.0,3587263.0,3.0,,,,,,,,919931.0,100.0,3/19/2019,suzuki,"Ebert, Beer and Romaguera",Buritizeiro,3584.0,,,,,,,,,,,,547354.0,82.0,1/10/2020,3603.0,travel,766178.0,28.0,3/28/2019,822526.0,food,,,,,,,,,,,,,,,,,,,,,,,3/20/2019,902804.0,28.0,8/31/2019,856887.0,93.0,,,,,,,international,28896.0,Ski Equipment Coverage,4.0,Sport Equipment Damage Coverage,2087468.0,9.0,2.0,1.0,3147958.0,Ancillary Deductible Coverage,639722.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,2.0,Legal Expense Coverage Living Away Coverage,8782833.0,10.0,Villa,4841167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000210,281,1:50,hinet.net',Guingamp,2020-02-04,2,99,1,1,10,Paid,facebook.com,chromium,laptop,lenovo,error: Field 'devicedevicecategory' not found,credit_card,3,597-727-2348,gold,female,4,36482.55,unmarried,car,yes,rented,yes,driver,721,9,62,3,15,0,Saint-Lambert-de-Lauzon,35,employed,permanent,standard,6/22/2019,12555,84771,12072,29193,23652,49642,52102,50914,17181,98113,77212,41929,4,7,6,9,3,2,10,3,6,1,3,5,23210,hospital,leisure,9453312,7,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1586241.0,3.5,118.0,351059.0,9142267.0,3.5,196.0,477337.0,3234827.0,1.5,98.0,1957236,2121075.0,4.0,3949500.0,2.0,608571.0,72.0,3/20/2019,yamaha,Schultz-Morar,Daxing,1212.0,,,,,,,,38776.0,33.0,1/15/2020,hyundai,Schroeder and Sons,Gudang,5818.0,,,,,482689.0,83.0,3/6/2020,7265.0,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/2019,299757.0,28.0,3/29/2019,783685.0,96.0,6/17/2019,858107.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital cash,104928.0,Maternity Cover,9.0,type1,8015123.0,7.0,3.0,2.0,5487115.0
1000091,395,3:16,comcastbusiness.net',Xinkai,2020-02-21,5,96,0,0,8,Social,linkedin.com,opera,tablet,micromax,error: Field 'devicedevicecategory' not found,loan,8,521-891-5378,gold,female,5,53150.71,married,bike,no,rented,yes,plumber,688,92,1,84,11,0,Qiaobian,47,employed,temporary,standard,6/26/2019,12434,24443,19708,66742,26491,73607,76035,67206,43091,44990,70996,13547,10,4,7,10,5,7,10,5,2,4,7,5,20541,food,others,1389892,73,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,315252,3594970.0,4.5,3335530.0,6.0,,,,,,,,961030.0,42.0,6/7/2019,duke,"Littel, Dickens and Beahan",MÃ¡laga,7522.0,,,,,,,,204247.0,71.0,2/8/2020,99.0,689451.0,73.0,2/28/2020,9322.0,electronics,263720.0,94.0,11/20/2019,645697.0,trade,,,,,,,,,,,,,,,,,,1/4/2020,505918.0,43.0,food,leisure,8/8/2019,381112.0,45.0,,,,8/28/2019,553788.0,57.0,,,,,,,,,,,,,,Basic Deductible Coverage Open Content Coverage,940046.0,Building Damage Coverage,1.0,Tenant Liability Coverage,6451957.0,7.0,Apartment,6352113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000003,255,13:53,att.net',Ibrā’,2020-02-01,4,48,0,1,7,Affiliates,google.com,chrome,tablet,micromax,error: Field 'devicedevicecategory' not found,credit_card,5,820-747-7655,silver,female,4,17296.49,unmarried,car,no,rented,no,driver,581,42,21,45,3,1,Santo Domingo,44,employed,temporary,gold,5/10/2019,34167,75952,59469,23197,63175,84064,25605,45191,68926,12246,49082,73174,9,8,8,5,5,6,6,5,3,5,5,10,26541,leisure,food,3763001,19,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,4365254.0,2.0,51.0,503198.0,4522669.0,3.5,150.0,793694.0,,,,1486512,,,,,,,,,,,,,,,,,,,27735.0,99.0,2/3/2020,tata,Quigley Group,KonÄrak,1264.0,663686.0,76.0,12/22/2019,52.0,,,,,,696644.0,34.0,5/19/2019,130562.0,food,486699.0,86.0,3/15/2019,8041.0,other electronics,Leannon Group,Reserva,apple,,,,,,,,,,,,,,,,,,,,,,,,9/26/2019,855241.0,52.0,,,,,,,,,,,,,,,,,,,,Riot Coverage,13405.0,Fire Coverage,4.0,type2,338130.0,1.0,Car,1168287.0,,,,,,,,,Personal Accident cover,128840.0,Personal Accident cover,3.0,type2,9862920.0,2.0,4.0,1.0,2434429.0
1000162,141,14:11,verizon.net',La Viña,2020-01-09,5,47,0,1,8,Organic,google.com,firefox,tablet,apple,error: Field 'devicedevicecategory' not found,accounts,1,555-603-7581,gold,male,5,38997.45,married,car,yes,rented,no,driver,568,83,6,6,14,0,Ferrol,38,employed,permanent,standard,5/14/2019,32835,35523,17620,35786,23108,67929,93171,72678,15926,95379,82510,91842,5,1,4,2,3,5,9,4,4,2,6,3,20190,hospital,others,7359914,23,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2013816.0,3.0,134.0,801908.0,,,,,4239731.0,3.5,187.0,1851344,4989967.0,0.5,7686190.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329908.0,52.0,2/18/2020,692267.0,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2019,95913.0,61.0,9/24/2019,548333.0,64.0,,,,,,,,,,,Building Damage Coverage,862978.0,Ancillary Deductible Coverage,3.0,Legal Expense Coverage Living Away Coverage,5102054.0,12.0,Apartment,3811166.0,Permanent Total Disability Coverage,92105.0,Life Coverage PassengersFull Loss Damage Coverage,1.0,type1,561912.0,1.0,Car,3714383.0,Personal Accident Coverage,77844.0,Personal Accident Coverage,10.0,type1,287882.0,10.0,260522.0,,,,,,,,,,
1000390,570,10:55,comcast.net',Tengqiao,2020-02-05,2,6,0,1,10,Affiliates,linkedin.com,firefox,mobile,apple,error: Field 'devicedevicecategory' not found,insurance,1,987-403-7228,silver,male,2,75590.24,unmarried,bike,yes,own,yes,engineer,805,51,50,19,15,1,Denton,52,employed,temporary,gold,4/12/2019,22265,44568,37813,50028,97241,49184,10260,73387,22577,31577,60081,93524,8,7,4,1,10,8,7,8,8,3,5,10,21980,hobby,others,5034925,99,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,3805092.0,3.5,112.0,1133712.0,,,,,,,,231289,,,6087022.0,1.0,880027.0,12.0,7/13/2019,suzuki,Beatty-Kuphal,Dongzaogang,7313.0,,,,,,,,57205.0,64.0,12/6/2019,hyundai,"Simonis, Corwin and Rohan",Uruobo-Okija,9486.0,854902.0,23.0,2/5/2020,67.0,804194.0,58.0,3/17/2019,5058.0,hospital,30826.0,78.0,9/18/2019,65892.0,travel,,,,,,,,,,,,,4/30/2019,705619.0,79.0,tech,others,,,,,,6/15/2019,207959.0,10.0,5/6/2019,63114.0,33.0,,,,7/4/2019,178481.0,62.0,international,52650.0,Medical Evacuation Coverage,4.0,Dental Coverage,3076139.0,8.0,3.0,1.0,2606754.0,Building Damage Coverage,340736.0,Basic Deductible Coverage Open Content Coverage,4.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,8416957.0,7.0,Villa,1668111.0,,,,,,,,,,,,,,,,,,Maternity Cover,63202.0,Personal Accident cover,7.0,type5,4342990.0,5.0,4.0,1.0,6802924.0
1000197,516,19:38,hinet.net',Osveya,2020-01-13,1,18,0,0,9,Direct,google.com,brave,mobile,samsung,error: Field 'devicedevicecategory' not found,deposits,9,190-804-8305,silver,male,4,53211.02,unmarried,bike,yes,own,no,unskilled_labour,625,6,39,79,12,0,Wukou,59,business,permanent,gold,4/26/2019,19015,78439,62622,99892,78434,30780,51247,10161,74312,50267,29395,23040,9,1,6,9,10,4,1,7,7,3,4,2,23892,leisure,travel,3725093,34,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,278245.0,4.0,163.0,293482.0,9124807.0,4.5,178.0,1800695.0,570777.0,3.0,150.0,88196,,,,,,,,,,,,,,,,,,,30285.0,19.0,2/22/2020,hyundai,Adams-Conn,Carrasqueira,5677.0,,,,,452554.0,57.0,12/18/2019,1406.0,travel,751167.0,80.0,10/20/2019,309165.0,food,406666.0,37.0,11/20/2019,6810.0,mobile,Volkman Inc,TirhanimÃ®ne,samsung,,,,,,,,,,,,,,,6/24/2019,493694.0,55.0,,,,5/5/2019,473357.0,79.0,3/16/2019,245089.0,28.0,,,,,,,,,,,,370613.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,3.0,Legal Expense Coverage Living Away Coverage,4134444.0,2.0,Apartment,6158924.0,,,,,,,,,,Personal Accident Coverage,77243.0,Personal Accident Coverage,10.0,type3,30023.0,5.0,116041.0,,,,,,,,,,
1000150,193,19:59,att.net',Strasbourg,2020-01-25,3,87,1,0,5,Refferal,youtube.com,edge,laptop,micromax,error: Field 'devicedevicecategory' not found,credit_card,9,439-538-2497,gold,male,3,98660.72,unmarried,car,yes,rented,no,farmer,724,78,91,51,11,0,Oum Hadjer,52,employed,temporary,gold,5/15/2019,75819,35771,14384,25000,35297,90868,63213,92551,21420,17178,93363,23114,1,2,7,10,1,3,5,6,6,10,4,7,22873,others,travel,3824169,77,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3418221.0,3.5,150.0,418714.0,3250176.0,0.5,34.0,1549948.0,6772961.0,4.0,25.0,1102705,8737889.0,4.5,6939496.0,1.0,363932.0,70.0,12/9/2019,yamaha,"Hettinger, O'Keefe and Muller",Velykyy Klyuchiv,3168.0,,,,,,,,,,,,,,,659310.0,30.0,5/6/2019,16.0,777424.0,25.0,8/18/2019,4081.0,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/4/2019,350446.0,64.0,5/7/2019,626152.0,96.0,4/14/2019,205205.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital cash,38949.0,Critical illness cover,6.0,type1,3213867.0,1.0,3.0,2.0,8401036.0
1000036,205,23:43,comcast.net',Fengqiao,2020-02-23,1,65,1,0,5,Organic,linkedin.com,UC browser,laptop,apple,error: Field 'devicedevicecategory' not found,credit_card,4,990-979-3300,silver,male,0,68616.06,married,car,yes,own,no,firefighter,515,7,16,44,14,1,Psyzh,34,employed,permanent,standard,6/14/2019,87277,30414,99004,11281,49597,66594,62262,38869,72034,77752,34318,81548,3,3,7,4,6,10,8,2,10,5,1,9,23120,hospital,others,8473894,18,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1741914.0,3.0,141.0,844996.0,,,,,8296385.0,3.5,42.0,1757060,5581779.0,5.0,,,,,,,,,,218986.0,79.0,7/29/2019,yamaha,Hickle-VonRueden,Cikai,6891.0,,,,,,,,119023.0,25.0,2/19/2020,29.0,980968.0,89.0,8/31/2019,2542.0,travel,488155.0,95.0,9/5/2019,985863.0,food,265555.0,10.0,7/1/2019,8797.0,other electronics,Sawayn-Swift,Ilihan,apple,409721.0,12.0,11/28/2019,9450.0,9/7/2019,259734.0,61.0,food,travel,,,,,,,,,,,,4/20/2019,117972.0,17.0,5/9/2019,211221.0,52.0,international,11235.0,Terrorist Attack Coverage,4.0,Repatriation of Remains Coverage,1266565.0,2.0,3.0,1.0,1680683.0,,,,,,,,,,Accident Coverage,12405.0,Windscreen Damage Coverage,2.0,type1,514383.0,4.0,Motorbike,9178150.0,,,,,,,,,Critical illness cover,24103.0,Hospital cash,4.0,type5,4886899.0,11.0,3.0,2.0,7420751.0
