browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,education_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000128,164,2:08,hinet.net',Žlutava,2020-02-24,4,42,0,1,9,Paid,linkedin.com,chrome,tablet,apple,error: Field 'devicedevicecategory' not found,deposits,7,451-491-2713,gold,male,1,40659.62,married,bike,no,rented,no,engineer,720,17,79,77,6,1,Gaohu,27,employed,permanent,gold,4/24/2019,17269,76720,98735,44496,96013,44107,37036,74507,98924,18092,97629,14178,2,3,9,10,4,8,5,8,3,8,5,9,21432,leisure,tech,2328987,64,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,5440177,3,96,968169,2289046,5.5,28,1056935,426703,0.5,66,1776969,1658805,3,2745791,0.5,421838,52,7/7/2019,yamaha,Hickle-Fritsch,Manggu,4651,491794,47,11/10/2019,yamaha,Boyle-Russel,Yubilyeyny,8593,90902,89,3/2/2020,tata,Muller Group,Wenwuba,7354,255796,19,1/11/2020,30,852973,58,3/15/2019,8047,electronics,816570,81,10/27/2019,892271,food,652182,78,7/21/2019,9566,other electronics,Collins Inc,Boa EsperanÃ§a,motorolla,252814,22,10/17/2019,8152,8/3/2019,762327,11,leisure,others,4/17/2019,770965,27,hobby,tech,12/19/2019,15095,6,7/4/2019,89441,92,11/28/2019,938553,31,10/22/2019,387572,45,international,90444,,1,Repatriation of Remains Coverage,3542463,4,4,2,2750748,,897091,Basic Deductible Coverage Open Content Coverage,2,Building Damage Coverage,9814384,8,Apartment,6899626,First Aid Expenses Coverage Legal Expense Coverage,30384,Windscreen Damage Coverage,1,type3,367062,6,Motorbike,7563745,Legal Expense Coverage Living Expense Coverage,77630,Legal Expense Coverage Living Expense Coverage,6,type1,214217,4,313829,Maternity Cover,37981,Maternity Cover,8,type3,6108950,3,4,2,9897263
1000351,361,2:27,cox.net',Pivovarikha,2020-02-21,4,25,1,0,5,Affiliates,google.com,firefox,mobile,lenovo,error: Field 'devicedevicecategory' not found,loan,4,415-640-3160,gold,male,1,63638.8,married,car,yes,own,yes,unskilled_labour,286,20,57,88,14,0,Daleszyce,33,business,temporary,gold,4/28/2019,89721,64959,28761,45544,31111,73125,71101,54936,72726,67497,31707,53546,4,10,3,1,3,2,3,10,4,3,8,8,26910,food,leisure,2756436,78,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,3093874,2,182,1177562,5404937,1.5,125,1734822,5002968,1.5,110,1550391,1147466,5,3341776,2.5,997002,89,2/27/2020,yamaha,"Schaefer, Shanahan and Christiansen",Sauce,7717,888132,25,2/27/2020,suzuki,Dickens Group,Chahannao,2598,81361,96,7/9/2019,honda,"Kessler, Volkman and Bashirian",Cáº§u GiÃ¡t,3219,595892,24,1/6/2020,62,21901,73,12/14/2019,3334,hospital,327195,13,11/22/2019,670486,travel,103558,66,2/3/2020,1442,other electronics,"Monahan, Daniel and Lueilwitz",RadziszÃ³w,apple,44583,19,5/30/2019,1468,2/11/2020,840121,42,leisure,leisure,9/10/2019,416700,30,food,travel,11/6/2019,259366,55,6/8/2019,453671,6,6/1/2019,887280,6,3/14/2020,883206,8,international,21997,,1,,1972820,11,4,2,1649410,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,977328,Building Damage Coverage,4,Legal Expense Coverage Living Away Coverage,2236623,4,Apartment,9484049,Natural Calamity Coverage,40525,Third Party Property Damage Coverage,4,type5,203880,8,Car,6819179,Personal Accident Coverage,93479,Personal Accident Coverage,6,type5,56574,4,487492,Maternity Cover,127694,Personal Accident cover,1,type2,5776743,1,1,2,5222966
1000176,463,4:29,att.net',København,2020-02-18,1,61,0,0,9,Display,facebook.com,brave,tablet,micromax,error: Field 'devicedevicecategory' not found,insurance,1,535-463-4741,silver,male,0,75111.29,married,car,yes,own,yes,pilot,457,9,29,37,8,1,Brampton,34,employed,permanent,gold,5/8/2019,65745,19375,59073,21260,82238,78301,31610,16969,20122,70567,50921,21658,8,2,1,8,6,5,1,2,8,4,4,5,26154,hospital,others,1177276,87,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,8979587,3,134,1591731,7870300,3,175,1479277,6697834,4.5,36,1603084,7420714,4.5,8878846,1.5,874240,36,10/9/2019,suzuki,Mills Inc,Al Tuá¸©aytÄâ€™,1036,412663,13,12/5/2019,yamaha,Greenholt Inc,Timurlorong,9095,94643,65,10/13/2019,tata,Collins-Kuhlman,Lanci Satu,3875,121268,49,3/27/2019,27,565570,98,1/8/2020,9848,hospital,595235,45,3/31/2019,972418,food,941606,49,10/5/2019,5192,other electronics,Jacobs LLC,Madalena,apple,976406,33,12/23/2019,9457,12/26/2019,599157,54,hobby,others,8/20/2019,330414,5,others,tech,4/21/2019,414466,25,7/6/2019,11228,70,10/27/2019,343480,93,4/3/2019,711909,87,domestic,30273,Delayed Lost Baggage Coverage,2,Legal Expense Coverage,3503867,2,2,1,3265376,Domestic help Coverage,140895,Ancillary Deductible Coverage,4,Alternative Accommodation Coverage,2881011,10,Villa,9325795,Emergency Medical Coverage,40906,Electronic Equipment Coverage,2,type2,209450,3,Motorbike,8842934,Lost Passport Coverage,64538,Personal Accident Coverage,4,type2,195766,5,462224,Hospital cash,119287,Personal Accident cover,4,type5,3165377,4,3,2,5888988
1000326,27,0:51,att.net',Diadema,2020-02-10,4,19,1,1,8,Paid,google.com,chromium,tablet,apple,error: Field 'devicedevicecategory' not found,deposits,2,175-491-0131,silver,male,3,64378.9,unmarried,bike,no,own,yes,shop_owner,411,3,29,71,9,0,Hexi,50,business,temporary,standard,5/19/2019,70821,58609,59772,42759,57683,35024,24272,75108,74078,13989,90377,93572,4,1,1,9,9,1,10,1,5,8,2,9,25040,hospital,hobby,1461830,50,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1145879,0.5,41,587902,1257705,1.5,159,1928725,5938812,0.5,7,1712773,9191134,1,8954396,2.5,335211,38,4/16/2019,suzuki,Von-Rice,Le Havre,6296,808446,28,4/3/2019,yamaha,"Wilkinson, Kunde and Terry",Meijiang,8887,48789,49,1/15/2020,hyundai,"Volkman, Hammes and Aufderhar",Nantang,9265,729545,22,2/13/2020,33,109220,39,2/24/2020,7279,electronics,205604,18,11/25/2019,108716,food,284588,10,1/22/2020,8800,laptops,"Jacobi, Hand and Leffler",Dolo,motorolla,932190,90,6/19/2019,6081,1/23/2020,301137,66,travel,hobby,10/4/2019,843298,3,food,others,7/29/2019,285655,69,5/15/2019,632580,55,6/17/2019,104993,74,4/20/2019,971284,81,domestic,28454,Accidental Death Avalanche Closure,4,Trip Cancellation Coverage,1309934,3,3,2,3519244,Basic Deductible Coverage Open Content Coverage,636323,Accident Coverage,1,Building Damage Coverage,3279988,4,Villa,6027272,Third Party Liability Coverage,11948,Permanent Total Disability Coverage,1,type4,416579,1,Motorbike,5752439,,74267,,8,type2,322599,11,452256,Hospital cash,106850,Hospital cash,10,type1,4793297,5,2,2,1084304
1000182,405,15:16,att.net',Changtan,2020-03-02,3,81,0,1,5,Refferal,linkedin.com,brave,laptop,apple,error: Field 'devicedevicecategory' not found,accounts,8,351-913-6964,silver,male,4,44351.46,unmarried,bike,no,rented,yes,engineer,296,1,83,91,7,1,Longzui,28,employed,permanent,standard,4/18/2019,38235,25877,51709,98606,85251,83656,65461,18247,58919,94781,58494,22987,8,4,8,10,7,7,1,6,5,6,8,10,28861,leisure,hospital,4426834,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,6527687,1.5,33,1462126,8228864,6,132,185108,2801892,5,182,1086489,348771,5.5,5827528,4.5,444473,40,6/8/2019,suzuki,Fisher-Crooks,Oslo,6141,570619,70,4/25/2019,yamaha,Abshire and Sons,Hejia,4027,29833,25,2/5/2020,hyundai,Mertz-Moore,AndrijaÅ¡evci,3855,59830,19,7/31/2019,52,36658,49,1/22/2020,4904,hospital,502952,23,7/21/2019,644726,trade,188552,56,5/28/2019,3923,mobile,Gleason-Heathcote,JevÃ­Äko,motorolla,12745,41,1/4/2020,9054,1/23/2020,167487,92,tech,hobby,12/31/2019,310079,57,hobby,travel,7/18/2019,948332,81,3/18/2019,40337,69,5/13/2019,243907,36,6/9/2019,66756,53,international,81275,Legal Expense Coverage,4,,1060343,6,4,1,2019909,Basic Deductible Coverage Open Content Coverage,397635,Ancillary Deductible Coverage,1,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,2336753,5,Apartment,5138270,Number Plate Coverage,31243,Windscreen Damage Coverage,2,type2,279565,9,Car,2460677,,39996,Accidental Death Coverage,9,type2,86673,12,207028,Critical illness cover,39928,Critical illness cover,4,type5,7778364,10,1,1,5320425
1000076,355,4:24,att.net',Knoxville,2020-01-03,5,52,1,0,7,Affiliates,youtube.com,opera,tablet,samsung,error: Field 'devicedevicecategory' not found,accounts,9,865-346-3879,gold,male,5,83252.18,unmarried,bike,yes,own,no,shop_owner,461,45,40,72,13,0,Wielgie,48,business,permanent,standard,5/31/2019,82993,99153,56285,94022,32140,71267,11422,69259,40436,59385,28317,71499,9,5,6,1,4,8,9,7,3,2,3,10,23487,food,travel,5130934,42,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,9530227,0.5,132,1264188,9392980,4.5,92,213048,7956008,1,117,1813162,4815291,3.5,837726,6,455425,81,10/9/2019,yamaha,"Crona, Herzog and McKenzie",Saint-Quentin-en-Yvelines,9206,560434,29,6/22/2019,yamaha,Monahan-Zulauf,NÃ©os MylÃ³topos,6149,99481,12,1/23/2020,maruti,Prohaska-MacGyver,Ãlvares Machado,1462,547629,93,6/8/2019,47,564964,75,3/12/2020,1635,travel,468814,35,5/26/2019,527246,IT,718234,86,6/18/2019,5351,laptops,Pouros-Stanton,Wailolong,apple,166599,25,7/7/2019,5928,5/15/2019,542081,40,travel,food,7/25/2019,318795,45,food,others,11/29/2019,439291,42,2/11/2020,590387,15,6/6/2019,310397,55,3/17/2019,371052,97,international,20875,Repatriation of Remains Coverage,5,Trip Cancellation Coverage,2380805,7,3,2,3639906,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,381764,Basic Deductible Coverage Open Content Coverage,2,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,2930708,7,Apartment,5207068,Theft Coverage,33984,Number Plate Coverage,2,type2,407891,11,Car,5347857,,36919,Legal Expense Coverage Living Expense Coverage,6,type4,176680,11,212173,Personal Accident cover,95349,Hospital cash,9,type2,6384806,4,3,1,9396320
1000003,363,23:03,verizon.net',Omoa,2020-02-05,4,24,0,0,6,Social,facebook.com,safari,mobile,micromax,error: Field 'devicedevicecategory' not found,deposits,8,708-790-7284,silver,male,4,92499.5,unmarried,bike,yes,own,yes,technicians,492,53,88,51,11,0,Nueva Gerona,36,employed,temporary,gold,5/28/2019,96218,35302,35122,98378,11371,21149,19307,10385,77436,32101,27799,27044,3,7,6,10,6,8,5,1,7,7,1,10,20844,leisure,hospital,6334598,91,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,8849951,0.5,28,249449,6906565,1,175,1330476,9347846,3,120,1546685,8841040,6,9892732,0.5,919933,100,11/27/2019,tvs,Carroll-Douglas,Pantaihambawang,8298,361585,81,7/6/2019,yamaha,Macejkovic LLC,Cimitarra,6801,23451,82,12/6/2019,hyundai,Kohler Group,Fort Lauderdale,3281,388412,97,8/8/2019,76,932525,98,12/27/2019,6903,electronics,714783,88,1/8/2020,999338,IT,264509,27,8/8/2019,8884,other electronics,"Weber, Von and Yundt",Bulahblangaro,huwaei,778222,73,2/15/2020,1885,11/30/2019,656594,61,hobby,others,7/30/2019,398523,79,travel,leisure,7/24/2019,564680,93,2/28/2020,401805,1,2/5/2020,22285,72,8/30/2019,14124,34,international,18745,Bail bond Coverage,1,Personal Accident Coverage,4344880,8,1,1,4277135,Basic Deductible Coverage Open Content Coverage,336156,,5,Ancillary Deductible Coverage,1476425,12,Villa,3953217,Theft Coverage,27115,Fire Coverage Limit,2,type1,135834,11,Car,2861582,Medical Coverage,70994,Legal Expense Coverage Living Expense Coverage,9,type1,475552,2,283300,Critical illness cover,91358,Maternity Cover,3,type3,8870944,8,2,2,6438319
1000132,530,2:15,verizon.net',Savanna-la-Mar,2020-02-10,2,23,0,0,8,Organic,google.com,brave,tablet,apple,error: Field 'devicedevicecategory' not found,insurance,10,609-808-6607,gold,female,2,36771.87,unmarried,car,no,own,yes,politician,830,99,55,100,7,0,Sambong,56,business,permanent,gold,5/26/2019,72942,54757,56620,90578,87738,56122,62179,79043,42088,91864,69368,64925,8,5,5,9,4,9,9,7,3,10,10,9,29744,hobby,travel,2170787,65,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,6203144,2.5,168,1020928,9726676,2.5,76,803888,8450427,4.5,140,767831,3361756,4,8077526,6,583247,42,4/16/2019,duke,"Kris, Frami and Zieme",Stockholm,8354,538270,81,7/31/2019,duke,Walter Group,Klukeng,5226,77398,81,6/18/2019,maruti,Walker and Sons,Dalakovo,4056,436344,32,5/20/2019,55,761164,92,6/5/2019,9309,travel,11281,74,2/20/2020,314656,travel,90958,77,6/13/2019,4592,other electronics,Beahan LLC,Los Pinos,motorolla,585972,90,11/2/2019,3767,12/15/2019,746638,84,others,tech,5/19/2019,280019,80,leisure,others,11/10/2019,790652,7,4/26/2019,616833,59,11/28/2019,477857,94,2/10/2020,949305,13,international,30171,Medical Coverage,2,Permanent Partial Disability Coverage,1698862,3,2,1,1558229,Basic Deductible Coverage Open Content Coverage,599093,Accident Coverage,3,Ancillary Deductible Coverage,5883875,6,Apartment,4117591,Life Coverage PassengersFull Loss Damage Coverage,13458,Theft Coverage,1,type2,277711,9,Car,4595511,Accidental Death Coverage,48631,Lost Passport Coverage,6,type3,10743,11,142854,Personal Accident cover,64979,Critical illness cover,5,type2,8094799,11,3,1,646371
1000354,208,9:58,att.net',Hujiaying,2020-02-18,3,30,1,1,7,Affiliates,facebook.com,firefox,mobile,micromax,error: Field 'devicedevicecategory' not found,accounts,5,180-288-8728,gold,male,3,17370.2,unmarried,car,no,rented,no,farmer,524,100,89,38,1,0,Loacan,25,employed,permanent,standard,6/18/2019,70775,75988,63393,65492,29589,79041,80249,60370,16972,26791,59222,27636,9,10,3,1,4,9,1,3,8,6,3,6,22917,travel,leisure,2950244,56,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,925045,2.5,160,1014211,6406172,3.5,56,1988849,974146,2.5,131,940669,2812391,4.5,9511310,3,336188,63,4/4/2019,suzuki,Bruen LLC,GarÃ§a,5529,188470,50,11/20/2019,suzuki,"Pfannerstill, Marquardt and Greenholt",Oslo,9381,54296,65,5/26/2019,honda,"Bernhard, Hand and Stamm",Acajutla,1826,221184,87,10/27/2019,41,225856,50,12/18/2019,7516,hospital,460280,83,4/25/2019,26979,IT,229417,52,4/4/2019,3601,mobile,Hansen-Beatty,Znomenka,redmi,247693,14,10/24/2019,5576,6/28/2019,151667,40,others,leisure,4/14/2019,762072,41,hobby,leisure,6/16/2019,954690,11,5/25/2019,697425,58,2/11/2020,257954,53,8/17/2019,647663,71,domestic,73363,Lost Passport Coverage,2,Permanent Total Disability Coverage,3621816,7,1,1,4403564,Alternative Accommodation Coverage,794619,Accident Coverage,4,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,8999313,4,Apartment,6184768,Accidental Death Coverage Child Seat Replacement Coverage,99824,Third Party Liability Coverage,2,type5,265850,11,Motorbike,8730794,Medical Coverage,49992,Accidental Death Coverage,3,type2,400002,6,88640,Personal Accident cover,61462,Hospital cash,4,type2,727126,3,3,2,2772299
1000166,392,17:47,comcast.net',Mariestad,2020-01-27,4,73,1,1,6,Refferal,google.com,brave,mobile,apple,error: Field 'devicedevicecategory' not found,credit_card,6,977-867-1216,silver,female,1,71706.77,married,bike,no,own,yes,pilot,523,18,7,23,11,1,Itumbiara,56,business,temporary,gold,3/21/2019,36478,36701,54225,23826,12117,97636,47616,36828,31432,53281,32513,84723,5,3,4,10,5,8,5,5,9,8,9,4,26966,food,food,8004819,20,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4625291,1,141,74015,908447,4,88,244394,5709842,3.5,17,1469320,6305896,3,5248273,2,651567,68,7/5/2019,tvs,"Gleichner, Sipes and Hettinger",Maharagama,8907,310473,35,6/1/2019,duke,Morissette-Huels,Qiankeng,2084,27950,26,2/19/2020,hyundai,Predovic Inc,Angeghakotâ€™,7935,976833,65,9/28/2019,71,754209,27,10/7/2019,3061,travel,87481,57,10/13/2019,707601,food,434923,22,2/5/2020,6167,mobile,Tromp-Douglas,Kamieniec ZÄ…bkowicki,redmi,164996,90,2/6/2020,8928,4/5/2019,648417,6,travel,leisure,11/6/2019,324007,93,leisure,travel,6/28/2019,128828,63,11/22/2019,162522,22,7/4/2019,538616,74,12/30/2019,82015,43,domestic,42432,Legal Expense Coverage,4,Dental Coverage,4355590,10,4,2,3794138,Legal Expense Coverage Living Away Coverage,990537,Basic Deductible Coverage Open Content Coverage,3,Legal Expense Coverage Living Away Coverage,1132114,11,Villa,6891212,Fire Coverage,45909,Natural Calamity Coverage,3,type4,778804,10,Motorbike,6171887,Personal Accident Coverage,10728,Personal Accident Coverage,3,type3,194810,2,433952,Personal Accident cover,15596,Personal Accident cover,4,type3,8397022,4,3,1,4856032
1000351,183,3:04,comcastbusiness.net',Anchorage,2020-02-07,4,5,1,0,9,Organic,facebook.com,UC browser,mobile,apple,error: Field 'devicedevicecategory' not found,accounts,10,907-901-4762,gold,female,0,89088.4,unmarried,bike,no,own,yes,doctor,784,33,90,40,8,1,Khisarya,43,employed,temporary,standard,5/27/2019,24479,34070,15866,99335,69821,70758,80971,77083,98367,67531,25107,21455,5,4,4,5,6,3,4,5,8,9,3,8,22265,travel,leisure,2713061,44,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,992197,1.5,39,1524828,5810705,5,84,1440850,7150445,0.5,171,1758285,6150562,2,9698777,2,983365,90,5/24/2019,yamaha,"Ledner, Parisian and Homenick",SolÃ¢nea,3968,177620,80,5/3/2019,duke,"Auer, Crist and Heidenreich",Liucheng,7466,18615,60,5/12/2019,hyundai,Mosciski-Friesen,Koh Tao,8814,561973,36,3/20/2019,75,406381,44,3/9/2020,3095,electronics,750383,60,4/7/2019,235636,IT,520030,30,11/8/2019,9687,laptops,Emard-Anderson,Obonoma,motorolla,944446,51,7/20/2019,7810,6/29/2019,647796,44,hobby,leisure,8/24/2019,951024,27,hobby,tech,5/13/2019,504256,95,4/9/2019,493834,52,10/11/2019,950269,28,6/1/2019,706340,59,domestic,34430,Hijacking Coverage,4,Medical Evacuation Coverage,4912456,8,1,1,3275290,Building Damage Coverage,311074,Basic Deductible Coverage Open Content Coverage,1,Alternative Accommodation Coverage,2590735,4,Villa,3384410,Windscreen Damage Coverage,27767,Third Party Liability Coverage,2,type5,253319,9,Motorbike,6262666,Lost Passport Coverage,26215,Accidental Death Coverage,7,type1,404436,10,285911,Hospital cash,73579,Critical illness cover,2,type1,9881156,6,3,1,4222095
1000148,552,17:49,comcast.net',Spandaryan,2020-01-09,2,93,0,0,6,Affiliates,facebook.com,chromium,tablet,lenovo,error: Field 'devicedevicecategory' not found,credit_card,10,843-337-1799,gold,female,2,49044.12,married,car,yes,rented,no,firefighter,380,24,51,21,14,0,Marína,27,employed,temporary,gold,5/23/2019,47652,99990,53028,65574,19815,84117,36879,38979,52618,13254,56047,50289,5,3,6,8,2,9,5,6,9,1,9,7,20665,tech,travel,8140529,95,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,502521,1.5,160,412769,6166972,5.5,11,1137430,9461188,5.5,122,1170685,4168731,5.5,892532,0.5,21528,10,12/2/2019,suzuki,Carroll-Mosciski,SÃ£o Miguel,9979,138217,65,5/6/2019,duke,"Paucek, Daugherty and Schmitt",Hede,4197,17371,30,8/4/2019,tata,Koch-Crist,San Miguel Chicaj,8717,174122,46,4/30/2019,68,688889,17,1/10/2020,4642,hospital,235215,24,8/22/2019,206487,IT,736555,71,1/6/2020,8433,mobile,Jerde and Sons,Xiuying,samsung,698306,18,2/14/2020,4143,11/29/2019,631112,45,leisure,travel,4/13/2019,444987,13,tech,tech,4/20/2019,639815,18,5/20/2019,399227,29,6/26/2019,658734,100,10/29/2019,282927,67,domestic,82392,Hijacking Coverage,1,,4617703,1,4,1,4726992,Alternative Accommodation Coverage,805174,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,5,Tenant Liability Coverage,2475496,12,Apartment,3551227,Third Party Liability Coverage,36663,Off Road Coverage,2,type4,487279,7,Motorbike,1505679,Lost Passport Coverage,84460,Legal Expense Coverage Living Expense Coverage,5,type5,131344,11,210737,Personal Accident cover,41118,Personal Accident cover,8,type1,1933080,7,2,2,5203374
